Latitude;Longitude;Naam;Stad;Hoofdinstelling;Aantal locaties ;Hoofdlocatie;Aantal bedden;Opmerking bedden;Eerste poliklinische bezoeken (2018);Eerste poliklinische bezoeken (2022);Dagbehandelingen;Klinische opnames;Aantal medewerkers;Verzorgingsgebied;Sanquin uitwisseling;Partner [Ja/Nee];Contract datum;Straat;Nummer;Postcode;Type instelling;Type ziekenhuis;Aantal locaties norm.;Aantal bedden norm.;Eerste poliklinische bezoeken (2023) norm.;Dagbehandelingen norm.;Klinische opnames norm.;Aantal medewerkers norm.;Sanquin uitwisseling norm.;Som;Som norm.;Website
52,0516732;4,3851774;Reinier de Graaf Gasthuis - Ypenburg;Ypenburg;Haga Groep/Reinier de Graaf Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,5818511;4,7975737;ResultLab - Breda (Amphia Ziekenhuis);Breda;ResultLab;6;-;;;;;;;;;;Ja;1-8-2021;Molengracht;21;4818 CK;Laboratorium;;;;;;;;;;;https://resultlaboratorium.nl/
51,5749414;4,7649747;ResultLab - Breda (PoliDirect Breda);Breda;ResultLab;6;-;;;;;;;;;;Ja;1-8-2021;Langendijk;25;4819 ET;Laboratorium;;;;;;;;;;;https://resultlaboratorium.nl/
51,7916836;4,6827954;ResultLab - Dordrecht (Albert Schweitzer Ziekenhuis);Dordrecht;ResultLab;6;-;;;;;;;;;;Ja;1-8-2021;Albert Schweitzerplaats;25;3318 AT;Laboratorium;;;;;;;;;;;https://resultlaboratorium.nl/
51,8387178;4,9573892;ResultLab - Gorinchem (Beatrix Ziekenhuis);Gorinchem;ResultLab;6;-;;;;;;;;;;Ja;1-8-2021;Banneweg;57;4204 AA;Laboratorium;;;;;;;;;;;https://resultlaboratorium.nl/
51,650463;4,6062151;ResultLab - Zevenbergen;Zevenbergen;ResultLab;6;-;;;;;;;;;;Ja;1-8-2021;Schansdijk;;;Laboratorium;;;;;;;;;;;https://resultlaboratorium.nl/
51,8268319;4,629474;ResultLab - Zwijndrecht (Albert Schweitzer Ziekenhuis);Zwijndrecht;ResultLab;6;;;;;;;;;;;Ja;1-8-2021;Langeweg;336;3331 LZ;Laboratorium;;;;;;;;;;;https://resultlaboratorium.nl/
51,2655456;3,9123157;Reumazorg ZWN - Axel;Axel;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,7072627;5,7428328;Reumazorg ZWN - Emmeloord;Emmeloord;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4967916;3,8871997;Reumazorg ZWN - Goes;Goes;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,5015905;5,4199539;Reumazorg ZWN - Lelystad;Lelystad;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,8438216;5,7127697;Reumazorg ZWN - Lemmer;Lemmer;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,3253452;3,4825095;Reumazorg ZWN - Oostburg;Oostburg;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,5233841;4,4643477;Reumazorg ZWN - Roosendaal;Roosendaal;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,3092099;3,8599916;Reumazorg ZWN - Terneuzen;Terneuzen;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,6639818;5,6286594;Reumazorg ZWN - Urk;Urk;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4456298;3,565238;Reumazorg ZWN - Vlissingen;Vlissingen;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,6494208;3,9078356;Reumazorg ZWN - Ziekikzee;Ziekikzee;Reumazorg Zuid West Nederland;11;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1186644;5,1890364;Rijksinstituut voor Volksgezondheid en Milieu (RIVM);Bilthoven;;0;-;;;;;;;;;;Nee;;Antonie van Leeuwenhoeklaan;9;3721 MA;Laboratorium;;;;;;;;;;;
52,00068349;5,909479929;Rijnstate Ziekenhuis - Arnhem;Arnhem;Rijnstate ;4;Ja;772;;190276;146307;26997;28544;6500;;94;Nee;;Wagnerlaan;55;6815AG;Ziekenhuis;;0,27;0,52;0,65;0,59;0,23;0,37;0,29;2,92;0,69;https://www.rijnstate.nl/
51,9493504;5,8846486;Rijnstate Ziekenhuis - Arnhem-Zuid;Arnhem;Rijnstate ;4;Nee;;;;;;;;;;Nee;;Marga KlompÃ©laan;6;6836BH;Ziekenhuis;;;;;;;;;;;https://www.rijnstate.nl
51,98597928;5,976749903;Rijnstate Ziekenhuis - Velp;Velp;Rijnstate ;4;Nee;;;;;;;;;;Nee;;President Kennedylaan;100;6883AZ;Ziekenhuis;;;;;;;;;;;https://www.rijnstate.nl/
51,94227235;6,070163013;Rijnstate Ziekenhuis - Zevenaar;Zevenaar;Rijnstate ;4;Nee;;;;;;;;;;Nee;;Hunneveldweg;14A;6903ZN;Ziekenhuis;;;;;;;;;;;https://www.rijnstate.nl
52,47925472;4,651011232;Rode Kruis Ziekenhuis - Beverwijk;Beverwijk;Rode Kruis Ziekenhuis;2;Ja;257;;70889;59744;12595;10786;1137;;52;Nee;;;;;Ziekenhuis;Algemeen;0,13;0,08;0,19;0,2;0,04;0,02;0,16;0,81;0,11;
52,5191128;4,674803;Rode Kruis Ziekenhuis - Heemskerk;Heemskerk;Rode Kruis Ziekenhuis;2;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,0097576;4,3669344;Roosevelt Kliniek - Delft;Delft;Roosevelt Kliniek;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1421157;4,4829093;Roosevelt Kliniek - Leiden;Leiden;Roosevelt Kliniek;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0281264;4,1815092;Roosevelt Kliniek - Monster;Monster;Roosevelt Kliniek;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3539146;4,8834274;Ruysdael Clinics - Amsterdam;Amsterdam;Ruysdael Clinics;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1019978;4,2868013;Ruysdael Clinics - Den Haag;Den Haag;Ruysdael Clinics;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2188234;5,2002252;Ruysdael Clinics - Hilversum;Hilversum;Ruysdael Clinics;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,5745972;5,181205;Ruysdael Clinics - Oisterwijk;Oisterwijk;Ruysdael Clinics;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3556732;5,2483509;Sandoz B.V.;Almere;Novartis Pharma B.V.;2;-;;;;;;;;;;Nee;;Veluwezoom;22;1327 AH;Farmaceut;;;;;;;;;;;https://www.novartis.com/nl-nl/
52,2974129;4,9543879;Sanofi NL;Amsterdam;Sanofi NL;1;-;;;;;;;;;;Nee;;Paasheuvelweg;25;1105 BP;Farmaceut;;;;;;;;;;;https://www.sanofi.nl/
52,3509079;4,8232914;Sanquin - Amsterdam;Amsterdam;Sanquin;7;-;;;;;;;;;;Ja;;Plesmanlaan;125;1066 CX ;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
52,2653719;6,1709958;Sanquin - Deventer;Deventer;Sanquin;7;-;;;;;;;;;;Ja;;Louis Pasteurstraat ;10b;7415 EP ;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
51,4552557;5,4867614;Sanquin - Eindhoven;Eindhoven;Sanquin;7;-;;;;;;;;;;Ja;;Dominee Theodor Fliednerstraat;1;5631 BM ;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
53,2229774;6,5716752;Sanquin - Groningen;Groningen;Sanquin;7;-;;;;;;;;;;Ja;;Hanzeplein;1;9713 GZ ;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
50,8385069;5,7135114;Sanquin - Maastricht;Maastricht;Sanquin;7;-;;;;;;;;;;Ja;;Gaetano Martinolaan;95;6229 GS ;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
51,8233902;5,8655063;Sanquin - Nijmegen;Nijmegen;Sanquin;7;-;;;;;;;;;;Ja;;Geert Grooteplein Zuid;34;6525 GA;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
51,9118352;4,467905;Sanquin - Rotterdam;Rotterdam;Sanquin;7;-;;;;;;;;;;Ja;;Wytemaweg ;10;3015 CN ;Bloedbank;;;;;;;;;;;https://www.sanquin.nl/
52,6615203;6,7473163;Saxenburgh Medisch Centrum - De Veltstroom Coevorden;Coevorden;Saxenburgh Groep;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,57216045;6,632342216;Saxenburgh Medisch Centrum - Hardenberg;Hardenberg;Saxenburgh Groep;4;Ja;165;;44659;40438;8901;7007;875;;53;Nee;;;;;Ziekenhuis;;0,27;0;0,09;0,1;0;0;0,16;0,61;0,05;https://www.saxenburgh.nl
52,5252045;6,4207602;Saxenburgh Medisch Centrum - Ommen;Ommen;Saxenburgh Groep;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,4548716;6,6203135;Saxenburgh Medisch Centrum - Westerhaar;Westerhaar-Vriezenveensewijk;Saxenburgh Groep;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,448515;3,8828301;Scheldezoom Farmacie B.V.;s-Gravenpolder;Scheldezoom;1;-;;;;;;;;;;Nee;;Spoorstraat;16;4431NK;Farmacie;;;;;;;;;;;https://www.scheldezoom.nl/
51,9829359;5,9884343;SHO Diagnostisch Centrum Vechtdal B.V.;Velp;;0;-;;;;;;;;;;Nee;;Florijnweg;4;6883 JP;Laboratorium;;;;;;;;;;;
51,4168418;5,4775182;Sint Anna Ziekenhuis - Eindhoven;Eindhoven;Anna Ziekenhuis;2;Nee;;;;;;;;;;Nee;;Antoon Coolenlaan ;`103;5644 RX;Polikliniek;;;;;;;;;;;
51,4198514;5,5585586;Sint Anna Ziekenhuis - Geldrop;Geldrop;Anna Ziekenhuis;2;Ja;295;;79250;73988;18166;11313;967;;66;Nee;;Bogardeind;2;5664EH;Ziekenhuis;;0,13;0,11;0,27;0,35;0,05;0,01;0,2;1,11;0,19;
52,0251364;5,1777727;Sint Antonius Ziekenhuis - Houten;Houten;Sint Antonius;6;Nee;;;;;;;;;;Ja;2-4-2022;;;;Polikliniek;;;;;;;;;;;
52,205731;4,8631207;Sint Antonius Ziekenhuis - Mijdrecht;Mijdrecht;Sint Antonius;6;Nee;;;;;;;;;;Ja;3-4-2022;;;;Polikliniek;;;;;;;;;;;
52,02510121;5,08164725;Sint Antonius Ziekenhuis - Nieuwegein;Nieuwegein;Sint Antonius;6;Ja;1016;;229854;176530;42048;34791;5220;;124;Ja;1-4-2022;Koekoekslaan;1;3430EM;Ziekenhuis;Top klinisch (Santeon);0,4;0,72;0,81;1;0,3;0,29;0,38;3,91;0,96;https://www.antoniusziekenhuis.nl/
52,10296844;5,057233354;Sint Antonius Ziekenhuis - Utrecht;Utrecht;Sint Antonius;6;Nee;;;;;;;;;62;Ja;1-4-2022;;;;Ziekenhuis;Top klinisch (Santeon);;;;;;;;;;https://www.antoniusziekenhuis.nl/
52,1147047;5,1225588;Sint Antonius Ziekenhuis - Utrecht Overvecht;Utrecht;Sint Antonius;6;Nee;;;;;;;;;;Ja;4-4-2022;;;;Polikliniek;;;;;;;;;;;
52,0800905;4,8918902;Sint Antonius Ziekenhuis - Woerden;Woerden;Sint Antonius;6;Nee;;;;;;;;;;Ja;1-4-2022;Polanerbaan;2;3447GN;Ziekenhuis;Top klinisch (Santeon);;;;;;;;;;https://www.antoniusziekenhuis.nl/
51,2644192;5,5717672;Sint Jans Gasthuis - Budel;Budel;Sint Jans Gasthuis Weert;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,1727544;5,8257909;Sint Jans Gasthuis - Ittervoort;Ittervoort;Sint Jans Gasthuis Weert;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,3334754;5,9620561;Sint Jans Gasthuis - Panningen;Panningen;Sint Jans Gasthuis Weert;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,2545132;5,713239;Sint Jans Gasthuis - Weert;Weert;Sint Jans Gasthuis Weert;4;Ja;234;;72676;46593;7648;7143;968;;61;Nee;;;;;Ziekenhuis;;0,27;0,06;0,12;0,06;0;0,01;0,19;0,7;0,07;
52,5378261;5,7028314;Sint Jansdal - Dronten ;Dronten;Sint Jansdal;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,34227044;5,616524887;Sint Jansdal - Hardewijk;Hardewijk;Sint Jansdal;5;Ja;341;;85071;108425;20408;16394;1970;;76;Nee;;;;;Ziekenhuis;;0,33;0,15;0,45;0,41;0,1;0,07;0,23;1,75;0,36;https://www.stjansdal.nl/
52,50427663;5,476980539;Sint Jansdal - Lelystad ;Lelystad;Sint Jansdal;5;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.stjansdal.nl/
52,2102994;5,46667;Sint Jansdal - Nijkerk ;Nijkerk;Sint Jansdal;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,2573674;5,6080506;Sint Jansdal - Putten ;Putten;Sint Jansdal;5;Nee;;;;;;;;;;Nee;;Klaas Frisohof;20;3881 SZ ;Polikliniek;;;;;;;;;;;
52,1448813;4,6785173;Sint Maartenskliniek - Alphen aan den Rijn;Alphen aan den Rijn;Sint Maartenskliniek;5;-;;;;;;;;;;Nee;;Lupinesingel ;85;2403 CM;Polikliniek;;;;;;;;;;;
51,6637664;5,9401984;Sint Maartenskliniek - Boxmeer;Boxmeer;Sint Maartenskliniek;5;-;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
51,41959;5,5571936;Sint Maartenskliniek - Geldrop;Geldrop;Sint Maartenskliniek;5;-;;;;;;;;;;Nee;;Bogardeind ;2;5664 EH;Ziekenhuis;;;;;;;;;;;
51,83356161;5,8989071;Sint Maartenskliniek - Nijmegen;Nijmegen;Sint Maartenskliniek;5;-;;;;;;;;;;Nee;;Hengstdal;;;Ziekenhuis;;;;;;;;;;;
52,0800803;4,8920389;Sint Maartenskliniek - Woerden;Woerden;Sint Maartenskliniek;5;-;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
51,97617202;6,285054637;Slingeland Ziekenhuis - Doetinchem;Doetinchem;Slingeland Ziekenhuis;2;Ja;280;;107653;64019;8398;11767;1935;;55;Nee;;Kruisbergseweg;25;7009BL;Ziekenhuis;;0,13;0,1;0,21;0,08;0,05;0,07;0,17;0,82;0,11;https://www.slingeland.nl/
51,9543817;6,3012531;Slingeland Ziekenhuis - Doetinchem (Gezellenlaan);Doetinchem;Slingeland Ziekenhuis;2;Nee;;;;;;;;;;Nee;;Gezellenlaan;10;7005AZ;Ziekenhuis;;;;;;;;;;;https://dermatologie.slingeland.nl
52,42254753;4,650601905;Spaarne Gasthuis - Haarlem-Noord;Haarlem;Spaarne Gasthuis;5;Ja;611;;219132;154747;24733;29107;4067;;50;Nee;;;;;Ziekenhuis;;0,33;0,38;0,7;0,53;0,24;0,21;0,15;2,54;0,58;https://spaarnegasthuis.nl
52,3663488;4,651855086;Spaarne Gasthuis - Haarlem-Zuid;Haarlem;Spaarne Gasthuis;5;Nee;;;;;;;;;;Nee;;Boerhaavelaan;22;2035RC;Ziekenhuis;;;;;;;;;;;https://spaarnegasthuis.nl/
52,2853481;4,578265;Spaarne Gasthuis - Hillegom;Hillegom;Spaarne Gasthuis;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,32390108;4,653492935;Spaarne Gasthuis - Hoofddorp;Hoofddorp;Spaarne Gasthuis;5;Nee;;;;;;;;;92;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://spaarnegasthuis.nl
52,2730298;4,6286381;Spaarne Gasthuis - Nieuw-Vennep;Nieuw-Vennep;Spaarne Gasthuis;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,8706305;4,3538007;Spijkenisse Medisch Centrum - Hoogvliet;Hoogvliet;Spijkenisse Medisch Centrum;3;-;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,9012549;4,2556932;Spijkenisse Medisch Centrum - Rozenburg;Rozenburg;Spijkenisse Medisch Centrum;3;-;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,84653851;4,33799569;Spijkenisse Medisch Centrum - Spijkenisse;Spijkenisse;Spijkenisse Medisch Centrum;3;-;;;;;;;;;10;Nee;;Ruwaard van Puttenweg;500;3201GZ;Ziekenhuis;;;;;;;;;;;https://www.spijkenissemc.nl/
51,5722786;4,6597184;STAR - SHL - Etten Leur;Etten Leur;STAR - SHL;2;-;;;;;;;;;;Nee;;Bredaseweg ;165;4872 LA;Laboratorium;;;;;;;;;;;www.star-shl.nl/
51,9556042;4,5311728;STAR - SHL - Rotterdam;Rotterdam;STAR - SHL;2;-;;;;;;;;;;Nee;;Vlambloem;21;3068 JE;Laboratorium;;;;;;;;;;;www.star-shl.nl/
52,6430909;4,7633053;Starlet B.V.;Alkmaar;;0;-;;;;;;;;;;Nee;;Hertog Aalbrechtweg;5;1823 DL;Laboratorium;;;;;;;;;;;
52,4574082;4,7984116;Stichting Artsenlaboratorium en Trombosedienst;Koog aan de Zaan;;0;-;;;;;;;;;;Nee;;Molenwerf;11;1541 WR;Laboratorium;;;;;;;;;;;
53,2103512;5,7888038;Stichting Izore (Centrum Infectieziekten Friesland);Leeuwarden;;0;-;;;;;;;;;;Nee;;Jelsumerstraat;6;8917 EN;Laboratorium;;;;;;;;;;;
52,2645387;6,7735783;Stichting Laboratorium Pathologie Oost Nederland (Ziekenhuisgroep Twente);Hengelo;;0;-;;;;;;;;;;Nee;;Boerhaavelaan;59;7555 BB;Laboratorium;;;;;;;;;;;
51,7915225;4,6785087;Stichting Laboratorium voor Pathologie;Dordrecht;;0;-;;;;;;;;;;Nee;;Karel Lotsyweg;145;3318 AL;Laboratorium;;;;;;;;;;;
51,4656486;5,4707509;Stichting PAMM (Catharina Ziekenhuis);Veldhoven;;0;-;;;;;;;;;;Nee;;Michelangelolaan;2;5623 EJ;Laboratorium;;;;;;;;;;;
52,021114;5,6453988;Stichting Rode Kruis Trombosedienst Neder-Veluwe (Gelderse Vallei Ziekenhuis);Ede;;0;-;;;;;;;;;;Nee;;Willy Brandtlaan;10;6716 RP;Laboratorium;;;;;;;;;;;
52,1246569;5,0864329;Stichting Saltro;Utrecht;;0;-;;;;;;;;;;Nee;;Mississippidreef;83;3565 CE;Laboratorium;;;;;;;;;;;www.saltro.nl
52,3675965;4,6526003;Stichting Streeklaboratorium voor de Volksgezondheid Kennemerland (Spaarne Gasthuis);Haarlem;;0;-;;;;;;;;;;Nee;;Boerhaavelaan;26;2035 RC;Laboratorium;;;;;;;;;;;
51,4315765;5,4839051;Stichting Synergos;Eindhoven;;0;-;;;;;;;;;;Nee;;Bomanshof;6; 5611 NJ;Laboratorium;;;;;;;;;;;
51,9994434;4,3559076;Stichting Trombosedienst Delft en Omstreken;Delft;;0;-;;;;;;;;;;Nee;;Mercuriusweg;1;2624 BC;Laboratorium;;;;;;;;;;;https://trombosedienst-delft.nl/
50,836826;5,7149452;Stichting Trombosedienst Maastricht (Maastricht UMC+);Maastricht;;0;-;;;;;;;;;;Nee;;Joseph Bechlaan;113;6229 GR;Laboratorium;;;;;;;;;;;
51,4863058;5,4288219;Stichting Trombosedienst Regio Eindhoven;Eindhoven;;0;-;;;;;;;;;;Nee;;Boschdijk;1119;5626 AG;Laboratorium;;;;;;;;;;;
51,6850985;5,27544;Stichting Trombosedienst 's Hertogenbosch (Jeroen Bosch Ziekenhuis);'s Hertogenbosch;;0;-;;;;;;;;;;Nee;;Henri Dunantstraat;1;5223 GZ;Laboratorium;;;;;;;;;;;
52,2167522;5,2023334;Stichting Trombosedienst voor Het Gooi (Tergooi Ziekenhuis);Hilversum;;0;-;;;;;;;;;;Nee;;Van Riebeeckweg;212;1213 XZ;Laboratorium;;;;;;;;;;;
52,0519448;4,3445718;Stichting Zorggroep Florence;Rijswijk;;0;-;;;;;;;;;;Nee;;Laan van Vredenoord;1;2289 DA;Laboratorium;;;;;;;;;;;
52,1006549;6,6507365;Streekziekenhuis Koningin Beatrix - Eibergen;Eibergen;Streekziekenhuis Koningin Beatrix;2;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,9785184;6,7016712;Streekziekenhuis Koningin Beatrix - Winterswijk;Winterswijk;Streekziekenhuis Koningin Beatrix;2;Ja;214;;65648;50121;10055;8464;1180;150000;35;Nee;;Beatrixpark;1;7101BN;Ziekenhuis;;0,13;0,04;0,14;0,13;0,02;0,02;0,1;0,58;0,04;
52,308299;4,9415483;Stryker;Amsterdam;Stryker;1;-;;;;;;;;;;Nee;;Herikerbergweg;145;1101 CN;Farmaceut;;;;;;;;;;;
52,6276899;4,7376361;Symbiant (Noordwest Ziekenhuisgroep);Alkmaar;;0;-;;;;;;;;;;Nee;;Wilhelminalaan;12;1815 JD;Laboratorium;;;;;;;;;;;
52,2675799;5,2077665;Tergooi MC - Blaricum;Blaricum;Tergooi MC;3;Nee;;;;;;;;;34;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,21710367;5,202173233;Tergooi MC - Hilversum;Hilversum;Tergooi MC;3;Ja;454;;125027;104439;17199;15934;;;89;Nee;;;;;Ziekenhuis;;0,2;0,25;0,43;0,32;0,1;-0,06;0,27;1,51;0,3;
52,3118168;5,0467476;Tergooi MC - Weesp;Weesp;Tergooi MC;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,96616879;5,917491522;Tjongerschans - Heerenveen;Heerenveen;De Tjongerschans;4;Ja;263;;174919;49311;12092;9764;1400;;69;Nee;;;;;Ziekenhuis;;0,27;0,08;0,14;0,18;0,03;0,03;0,21;0,94;0,14;
52,9684966;5,7988101;Tjongerschans - Joure;Joure;De Tjongerschans;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,8461363;5,6980966;Tjongerschans - Lemmer;Lemmer;De Tjongerschans;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,7912013;6,1109735;Tjongerschans - Steenwijk;Steenwijk;De Tjongerschans;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,78598289;6,913202016;Treant - Emmen (Scheper);Emmen;Treant;4;Nee;;;;;;;;;84;Nee;;Boermarkeweg;;;Ziekenhuis;;;;;;;;;;;https://www.treant.nl/
52,72719758;6,460638854;Treant - Hoogeveen (Bethesda);Hoogeveen;Treant;4;Ja;628;;143408;120235;17244;17354;6000;;7;Nee;;;;;Ziekenhuis;;0,27;0,39;0,51;0,32;0,11;0,34;0,02;1,96;0,42;https://www.treant.nl
53,00191399;6,936586266;Treant - Stadskanaal (Refaja) ;Stadskanaal;Treant;4;Ja;;;;;;;;;;Nee;;Boerhaavestraat;1;9501HE;Ziekenhuis;;;;;;;;;;;https://www.treant.nl
53,102753;6,8852892;Treant - Veendam (Refaja) ;Veendam;Treant;4;Ja;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,8880002;5,6148395;TromboseZorg Dichtbij;Druten;;0;-;;;;;;;;;;Nee;;Kerkeland;3;6651 KN;Laboratorium;;;;;;;;;;;
51,8219961;4,6478887;Tulp Medisch Centrum;Zwijndrecht;Tulp Medisch Centrum;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2232305;5,2644446;U-Diagnostics;Baarn;;0;-;;;;;;;;;;Nee;;Hermesweg;15;3741 GP;Laboratorium;;;;;;;;;;;
53,22323475;6,573794872;Universitair Medisch Centrum Groningen;Groningen;Universitair Medisch Centrum Groningen;3;Ja;1339;;92136;75375;17351;25947;12000;;7;Nee;;Hanzeplein;1;9713GZ;Ziekenhuis;Academisch (NFU);0,2;1;0,27;0,33;0,2;0,74;0,02;2,75;0,64;
53,2227189;6,5761874;Universitair Medisch Centrum Groningen - Beatrix Kinderziekenhuis;Groningen;Universitair Medisch Centrum Groningen;3;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
53,182441;6,5993518;Universitair Medisch Centrum Groningen - Beatrixoord;Groningen;Universitair Medisch Centrum Groningen;3;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,08697638;5,1801018;Universitair Medisch Centrum Utrecht;Utrecht;Universitair Medisch Centrum Utrecht;2;Ja;1042;;99067;78175;25282;25592;11000;;204;Nee;;;;;Ziekenhuis;Academisch (NFU);0,13;0,75;0,29;0,54;0,2;0,67;0,64;3,22;0,77;https://www.umcutrecht.nl/nl/
52,0891679;5,1803369;Universitair Medisch Centrum Utrecht - Wilhelmina Kinderziekenhuis;Utrecht;Universitair Medisch Centrum Utrecht;2;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
50,8785206;4,6707682;Universiteits Ziekenhuis Leuven;Leuven;UZ Leuven;1;-;;;;;;;;;;Nee;;Herestraat;49;3000;Ziekenhuis;;;;;;;;;;;https://www.uzleuven.be/nl
51,6064776;5,3191071;Upendo;Boxtel;Upendo;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,302797;4,9452734;Velthuis Kliniek - Amsterdam;Amsterdam;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0832061;4,3080437;Velthuis Kliniek - Den Haag;Den Haag;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4385876;5,4295809;Velthuis Kliniek - Eindhoven;Eindhoven;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,239394;6,8425428;Velthuis Kliniek - Enschede;Enschede;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3691032;4,6280566;Velthuis Kliniek - Haarlem;Haarlem;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2110265;5,1929909;Velthuis Kliniek - Hilversum;Hilversum;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9195374;4,5327971;Velthuis Kliniek - Rotterdam;Rotterdam;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9950793;5,9655848;Velthuis Kliniek - Velp;Velp;Velthuis Kliniek;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2002014;5,3924141;Vermoeidheidkliniek - Amersfoort;Amersfoort;Vermoeidheidkliniek;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,5048434;5,4741508;Vermoeidheidkliniek - De Bilt;De Bilt;Vermoeidheidkliniek;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
