Latitude;Longitude;Naam;Stad;Hoofdinstelling;Aantal locaties ;Hoofdlocatie;Aantal bedden;Opmerking bedden;Eerste poliklinische bezoeken (2018);Eerste poliklinische bezoeken (2022);Dagbehandelingen;Klinische opnames;Aantal medewerkers;Verzorgingsgebied;Sanquin uitwisseling;Partner [Ja/Nee];Contract datum;Straat;Nummer;Postcode;Type instelling;Type ziekenhuis;Aantal locaties norm.;Aantal bedden norm.;Eerste poliklinische bezoeken (2023) norm.;Dagbehandelingen norm.;Klinische opnames norm.;Aantal medewerkers norm.;Sanquin uitwisseling norm.;Som;Som norm.;Website
52,2111229;5,0263718;Bergman Clinics KNO - Loenen aan de Vecht;Loenen an de Vecht;Bergman Clinics KNO;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0494986;4,3478913;Bergman Clinics KNO - Rijswijk;Rijswijk;Bergman Clinics KNO;8;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,6244898;4,7723141;Bergman Clinics Vrouw - Alkmaar;Alkmaar;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3285702;4,8657759;Bergman Clinics Vrouw - Amsterdam;Amsterdam;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2954946;4,9550225;Bergman Clinics Vrouw - Amsterdam AUMC;Amsterdam;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1545958;5,2069567;Bergman Clinics Vrouw - Bilthoven;Bilthoven;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,7148757;5,2954212;Bergman Clinics Vrouw - Den Bosch;Den Bosch;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0157252;5,653643;Bergman Clinics Vrouw - Ede;Ede;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,9405422;5,9416866;Bergman Clinics Vrouw - Heerenveen;Heerenveen;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2114326;5,1947961;Bergman Clinics Vrouw - Hilversum;Hilversum;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0468733;4,3459822;Bergman Clinics Vrouw - Rijswijk;Rijswijk;Bergman Clinics Vrouw;9;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,7576451;5,5228145;Bernhoven - Oss;Oss;Bernhoven;2;Nee;;;;;;;;;;Nee;;Gezondheidslaan ;1A;5342 JW;Polikliniek;;;;;;;;;;;http://www.bernhoven.nl/
51,67395775;5,606558216;Bernhoven - Uden;Uden;Bernhoven;2;Ja;392;;91944;75131;14121;13204;8000;280000;95;Nee;;;;;Ziekenhuis;;0,13;0,19;0,27;0,24;0,07;0,47;0,29;1,67;0,34;http://www.bernhoven.nl/
52,3923841;4,8405782;Boehringer Ingelheim;Amsterdam;Boehringer Ingelheim;1;-;;;;;;;;;;Nee;;Basisweg;10;1043 AP;Farmaceut;;;;;;;;;;;
52,40465064;4,922063612;BovenIJ Ziekenhuis;Amsterdam;BovenIJ Ziekenhuis;1;Ja;188;;57725;52639;5405;8024;980;;57;Nee;;;;;Ziekenhuis;;0,07;0,02;0,15;0;0,01;0,01;0,17;0,43;0;
52,9924409;6,5200723;Braam Kliniek;Assen;Braam Kliniek;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4866813;4,3146655;Bravis Ziekenhuis - Bergen op Zoom;Bergen op Zoom;Bravis Ziekenhuis;5;Ja;610;;132638;107108;17245;19762;3290;270000;71;Nee;;Boerhaaveplein;1;4624VT;Ziekenhuis;;0,33;0,38;0,44;0,32;0,14;0,16;0,22;1,99;0,43;https://www.bravisziekenhuis.nl
51,5719368;4,6500935;Bravis Ziekenhuis - Etten-Leur;Etten-Leur;Bravis Ziekenhuis;5;Nee;;;;;;;;;;Nee;;Schoonhout ;215;4872 MC;Polikliniek;;;;;;;;;;;
51,5910378;4,5239704;Bravis Ziekenhuis - Oudenbosch;Oudenbosch;Bravis Ziekenhuis;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,52827369;4,438839384;Bravis Ziekenhuis - Roosendaal;Roosendaal;Bravis Ziekenhuis;5;Nee;;;;;;;;;29;Nee;;Boerhaavelaan;25;4708AE;Ziekenhuis;;;;;;;;;;;https://www.bravisziekenhuis.nl
51,5883192;4,3137839;Bravis Ziekenhuis - Steenbergen;Steenbergen;Bravis Ziekenhuis;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,3952622;4,7891801;Brocacef - Amsterdam;Amsterdam;Brocacef;4;;;;;;;;;;;Nee;;;;;Groothandel;;;;;;;;;;;
52,3534339;4,7675667;Brocacef - Amsterdam Osdorp;Amsterdam;Brocacef;4;;;;;;;;;;;Nee;;;;;Groothandel;;;;;;;;;;;
51,4412858;5,384767;Brocacef - Eindhoven;Eindhoven;Brocacef;4;;;;;;;;;;;Nee;;;;;Groothandel;;;;;;;;;;;
52,126436;5,0565918;Brocacef - Maarssen;Maarssen;Brocacef;4;;;;;;;;;;;Nee;;Straatweg ;2;3604 BB;Groothandel;;;;;;;;;;;
51,8880138;5,6150479;Canisius-Wilhelmina Ziekenhuis (CWZ) - Druten;Druten;CWZ;3;Nee;;;;;;;;;;Nee;;Kerkeland;3;6651KN;Polikliniek;Top klinisch (Santeon);;;;;;;;;;https://www.cwz.nl/
51,817494;5,830817046;Canisius-Wilhelmina Ziekenhuis (CWZ) - Nijmegen;Nijmegen;CWZ;3;Ja;533;;127452;106942;22828;20183;4000;;116;Nee;;Weg door Jonkerbos;100;6532SZ;Ziekenhuis;Top klinisch (Santeon);0,2;0,31;0,44;0,48;0,14;0,21;0,36;2,14;0,47;https://www.cwz.nl/
51,8819906;5,8453079;Canisius-Wilhelmina Ziekenhuis (CWZ) - Waalsprong;Nijmegen;CWZ;3;Nee;;;;;;;;;;Nee;;Carbatinastraat;3;6515GM;Polikliniek;Top klinisch (Santeon);;;;;;;;;;https://www.cwz.nl/
52,0928529;4,302724;Carnegie Clinics;Den Haag;Carnegie Clinics;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,46570253;5,471986912;Catharina Ziekenhuis;Eindhoven;Catharina Ziekenhuis;1;Ja;663;;129023;112487;23438;22152;3500;;116;Nee;;Michelangelolaan;2;5623EJ;Ziekenhuis;Top klinisch (Santeon);0,07;0,42;0,47;0,49;0,16;0,17;0,36;2,15;0,47;https://www.catharinaziekenhuis.nl/
52,087251;5,1767582;Centraal Militair Hospitaal;Utrecht;Centraal Militair Hospitaal;1;-;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
53,1932059;6,5503201;Certe - Groningen;Groningen;Certe;3;-;;;;;;;;;;Ja;6-12-2019;Van Swietenlaan;2;9728 NZ;Laboratorium;;;;;;;;;;;https://www.certe.nl/
53,1897401;6,5508018;Certe - Groningen;Groningen;Certe;3;-;;;;;;;;;;Ja;6-12-2019;Paterswoldseweg;804;9728 BM;Laboratorium;;;;;;;;;;;https://www.certe.nl/
53,2104113;5,7889069;Certe - Leeuwarden;Leeuwarden;Certe;3;-;;;;;;;;;;Ja;6-12-2019;Jelsumerstraat;6;8917 EN;Laboratorium;;;;;;;;;;;https://www.certe.nl/
52,1665843;4,4698372;CHDR;Leiden;CHDR;1;-;;;;;;;;;;Nee;;Zernikedreef;8;2333 CL;Farmaceut;;;;;;;;;;;
50,8464272;5,6695926;Chirurgisch Centrum Maastricht;Maastricht;Chirurgisch Centrum Maastricht;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,6471999;5,0539305;Comicro B.V. (Dijklander Ziekenhuis);Hoorn;;0;-;;;;;;;;;;Nee;;Maelsonstraat;3;1624 NP;Laboratorium;;;;;;;;;;;
50,9198783;5,9092431;Cura Clinic - Hoensbroek;Hoensbroek;Cura Clinic;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
50,8483166;5,6687023;Cura Clinic - Maastricht;Maastricht;Cura Clinic;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,3736582;6,1698785;Cura Clinic - Venlo;Venlo;Cura Clinic;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3854397;4,6213023;Curilion;Haarlem;Curilion;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1710774;5,3693848;Da Vinci Kliniek - Amersfoort;Amersfoort;Da Vinci Kliniek;6;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0010869;5,9099609;Da Vinci Kliniek - Arnhem;Arnhem;Da Vinci Kliniek;6;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4228622;5,5541336;Da Vinci Kliniek - Geldrop;Geldrop;Da Vinci Kliniek;6;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,7265542;6,4574681;Da Vinci Kliniek - Hoogeveen;Hoogeveen;Da Vinci Kliniek;6;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,8957194;4,4854709;Da Vinci Kliniek - Rotterdam;Rotterdam;Da Vinci Kliniek;6;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,686108;5,0544047;Da Vinci Kliniek - Waalwijk;Waalwijk;Da Vinci Kliniek;6;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,6245671;4,7725089;DC Klinieken - Alkmaar;Alkmaar;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3655944;5,1841988;DC Klinieken - Almere;Almere;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3622689;4,8795245;DC Klinieken - Amsterdam;Amsterdam;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1794743;5,9835652;DC Klinieken - Apeldoorn;Apeldoorn;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,6052215;4,7223085;DC Klinieken - Breda;Breda;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0682001;4,3272154;DC Klinieken - Den Haag;Den Haag;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
53,3201269;5,9918896;DC Klinieken - Dokkum;Dokkum;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
53,2082838;6,5698142;DC Klinieken - Groningen;Groningen;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2628546;6,7728883;DC Klinieken - Hengelo;Hengelo;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3520734;4,8648523;DC Klinieken - Lairesse;Lairesse;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
50,8464306;5,6694491;DC Klinieken - Maastricht;Maastricht;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,1891575;5,9872534;DC Klinieken - Roermond;Roermond;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9118712;4,4811636;DC Klinieken - Rotterdam;Rotterdam;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9285749;4,374026;DC Klinieken - Schiedam;Schiedam;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,1330902;4,4616618;DC Klinieken - Voorschoten;Voorschoten;DC Klinieken;15;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3705535;5,22332;De Kinderkliniek;Almere;De Kinderkliniek;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3211962;4,9681861;De Vrouwenkliniek;Amsterdam;De Vrouwenkliniek;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,26109649;6,191610629;Deventer Ziekenhuis - Deventer;Deventer;Deventer Ziekenhuis;3;Ja;350;;93548;75822;18627;14557;2330;;74;Nee;;Nico Bolkesteinlaan;75;7416SE;Ziekenhuis;;0,2;0,16;0,28;0,36;0,08;0,1;0,23;1,4;0,27;https://www.dz.nl/
52,3996941;6,2727407;Deventer Ziekenhuis - Raalte;Raalte;Deventer Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,3018915;6,5187097;Deventer Ziekenhuis - Rijssen;Rijssen;Deventer Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,252202;6,1675637;Diabeter - Deventer;Deventer;Diabeter;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4426778;5,4727751;Diabeter - Eindhoven;Eindhoven;Diabeter;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
53,215296;6,5809866;Diabeter - Groningen;Groningen;Diabeter;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9195595;4,4898467;Diabeter - Rotterdam;Rotterdam;Diabeter;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3059041;4,7527374;Diabeter - Schiphol;Schiphol;Diabeter;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,4863058;5,4288219;Diagnostiek voor U;Eindhoven;;0;-;;;;;;;;;;Nee;;Boschdijk;1119;5626 AG;Laboratorium;;;;;;;;;;;
52,6472656;5,053915;Diagnost-IQ B.V. - Hoorn (Dijklander Ziekenhuis);Hoorn;Diagnost-IQ B.V.;2;-;;;;;;;;;;Nee;;Maelsonstraat;3;1624 NP;Laboratorium;;;;;;;;;;;
52,5008211;4,9633248;Diagnost-IQ B.V. - Purmerend (Dijklander Ziekenhuis);Purmerend;Diagnost-IQ B.V.;2;-;;;;;;;;;;Nee;;Waterlandlaan;250;1441 RN;Laboratorium;;;;;;;;;;;
52,0353245;5,3512746;Diakonessenhuis - Doorn;Doorn;Diakonessenhuis;3;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,0816268;5,1385598;Diakonessenhuis - Utrecht;Utrecht;Diakonessenhuis;3;Ja;546;;158127;143458;20580;19648;2800;;55;Nee;;;;;Ziekenhuis;;0,2;0,32;0,64;0,41;0,14;0,13;0,17;2,01;0,43;
52,0912691;5,2621641;Diakonessenhuis - Zeist;Zeist;Diakonessenhuis;3;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,7033267;5,2815643;Dijklander Ziekenhuis - Enkhuizen;Enkhuizen;Dijklander Ziekenhuis;4;Ja;534;;148991;121683;24574;19296;3270;;;Nee;;;;;Ziekenhuis;;0,27;0,31;0,52;0,52;0,13;0,16;-0,01;1,91;0,41;
52,6471962;5,0541604;Dijklander Ziekenhuis - Hoorn;Hoorn;Dijklander Ziekenhuis;4;Nee;;;;;;;;;68;Nee;;Maelsonstraat;3;1624NP;Ziekenhuis;;;;;;;;;;;
52,5004649;4,9624926;Dijklander Ziekenhuis - Purmerend;Purmerend;Dijklander Ziekenhuis;4;Nee;;;;;;;;;53;Nee;;Waterlandlaan;250;1441RN;Ziekenhuis;;;;;;;;;;;https://www.dijklander.nl
52,4920359;5,056353;Dijklander Ziekenhuis - Volendam;Volendam;Dijklander Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,54026634;5,104468795;Elisabeth-TweeSteden Ziekenhuis;Tilburg;Elisabeth-TweeStedenziekenhuis;4;Ja;936;;148557;166399;26483;31984;6500;;137;Nee;;;;;Ziekenhuis;;0,27;0,66;0,76;0,58;0,27;0,37;0,43;3,32;0,8;https://www.etz.nl
51,57730744;5,059400052;Elisabeth-TweeSteden Ziekenhuis;Tilburg;Elisabeth-TweeStedenziekenhuis;4;Nee;;;;;;;;;;Nee;;Doctor Deelenlaan;5;5042AD;Ziekenhuis;;;;;;;;;;;https://www.etz.nl
51,5736013;5,1810606;Elisabeth-TweeStedenziekenhuis - Oisterwijk;Oisterwijk;Elisabeth-TweeStedenziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;https://www.etz.nl
51,6859904;5,0533357;Elisabeth-TweeStedenziekenhuis - Waalwijk;Waalwijk;Elisabeth-TweeStedenziekenhuis;4;Nee;;;;;;;;;;Nee;;Kasteellaan;4;5141BM;Ziekenhuis;;;;;;;;;;;https://www.etz.nl
51,4682183;5,7904601;Elkerliek Ziekenhuis - Deurne;Deurne;Elkerliek Ziekenhuis;3;Nee;;;;;;;;;;Nee;;Dunantweg;16;5751CB;Ziekenhuis;;;;;;;;;;;https://www.elkerliek.nl
51,5545512;5,6854341;Elkerliek Ziekenhuis - Gemert;Gemert;Elkerliek Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;https://www.elkerliek.nl
51,4818128;5,6424049;Elkerliek Ziekenhuis - Helmond;Helmond;Elkerliek Ziekenhuis;3;Ja;363;;96586;75309;13452;12422;2000;;101;Nee;;Wesselmanlaan;25;5707HA;Ziekenhuis;;0,2;0,17;0,27;0,22;0,06;0,07;0,31;1,31;0,24;https://www.elkerliek.nl
51,6486584;5,9423054;Ellesie Vrouwenkliniek - Boxmeer;Boxmeer;Ellesie Vrouwenkliniek;2;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,8417232;4,9928184;Ellesie Vrouwenkliniek - Gorinchem;Gorinchem;Ellesie Vrouwenkliniek;2;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,91089029;4,468339336;Erasmus Medisch Centrum;Rotterdam;Erasmus Medisch Centrum;2;Ja;1125;;133050;121817;35459;30888;14000;;104;Ja;;;;;Ziekenhuis;Academisch (NFU);0,13;0,82;0,52;0,82;0,26;0,87;0,32;3,74;0,91;https://www.erasmusmc.nl/
51,9120499;4,4701664;Erasmus Medisch Centrum - Sophia Kinderziekenhuis;Rotterdam;Erasmus Medisch Centrum;2;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.erasmusmc.nl/
51,592063;4,8263672;Eurofins Central Laboratory B.V.;Breda;;0;-;;;;;;;;;;Nee;;Bergschot;71;4817 PA;Laboratorium;;;;;;;;;;;https://www.eurofins.nl/nl/
52,36905997;5,223447726;Flevoziekenhuis;Almere;Flevoziekenhuis;1;Ja;394;;71105;90455;10046;15656;1347;;71;Nee;;;;;Ziekenhuis;;0,07;0,2;0,36;0,13;0,09;0,03;0,22;1,08;0,18;https://www.flevoziekenhuis.nl
51,9635824;4,584844;Fagron;Capelle aan den IJssel;;1;-;;;;;;;;;;Nee;;Venkelbaan;101;2908 KE;Groothandel;;;;;;;;;;;https://www.fagron.nl/nl-nl/
51,996671;4,4740471;Franciscus Gasthuis & Vlietland - Berkel en Rodenrijs;Berkel;Franciscus Gasthuis & Vlietland;5;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.franciscus.nl/
51,9297185;4,2430016;Franciscus Gasthuis & Vlietland - Maassluis;Maassluis;Franciscus Gasthuis & Vlietland;5;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.franciscus.nl/
51,94170762;4,463298875;Franciscus Gasthuis & Vlietland - Rotterdam;Rotterdam;Franciscus Gasthuis & Vlietland;5;Nee;;;;;;;;;75;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.franciscus.nl/
51,92237525;4,380241347;Franciscus Gasthuis & Vlietland - Schiedam;Schiedam;Franciscus Gasthuis & Vlietland;5;Ja;873;;213055;171766;23026;32448;5040;;50;Nee;;Vlietlandplein;2;3118JH;Ziekenhuis;;0,33;0,6;0,79;0,48;0,27;0,28;0,15;2,91;0,68;https://www.franciscus.nl/
51,9100421;4,4818938;Franciscus Gasthuis & Vlietland - Willemsplein;Rotterdam;Franciscus Gasthuis & Vlietland;5;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.franciscus.nl/
52,1682725;4,4511807;Galapagos B.V.;Leiden;Galapagos B.V.;1;-;;;;;;;;;;Nee;;Willem Einthovenstraat;13;2343 BH;Farmaceut;;;;;;;;;;;https://www.glpg.com/nederland/
52,18125131;5,947332971;Gelre Ziekenhuizen - Apeldoorn;Apeldoorn;Gelre Ziekenhuizen;5;Ja;1064;;135338;135338;19765;21451;3500;280000;47;Nee;;Albert Schweitzerlaan;31;7334DZ;Ziekenhuis;;0,33;0,77;0,59;0,39;0,15;0,17;0,14;2,56;0,59;https://www.gelreziekenhuizen.nl
52,0508859;6,099249;Gelre Ziekenhuizen - Dieren;Dieren;Gelre Ziekenhuizen;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,3499402;5,9814035;Gelre Ziekenhuizen - Epe;Epe;Gelre Ziekenhuizen;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,1557842;6,4237235;Gelre Ziekenhuizen - Lochem;Lochem;Gelre Ziekenhuizen;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,12400984;6,217991352;Gelre Ziekenhuizen - Zutphen;Zutphen;Gelre Ziekenhuizen;5;Nee;;;;;;;;;41;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.gelreziekenhuizen.nl
52,1247574;5,2351185;Gender Clinic Chirurgie;Bosch en Duin;Gender Clinic Chirurgie;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,3624618;4,9090038;Geneeskundige en Gezondheidsdienst (GGD) - Amsterdam;Amsterdam;;0;-;;;;;;;;;;Nee;;Nieuwe Achtergracht;100;1018 WT;Laboratorium;;;;;;;;;;;
52,0210973;4,7066477;Groene Hart Ziekenhuis - Bleulandweg  Gouda;Gouda;Groene Hart Ziekenhuis;5;Ja;390;;105814;85557;15607;15008;2205;;82;Nee;;;;;Ziekenhuis;;0,33;0,19;0,33;0,28;0,09;0,09;0,25;1,56;0,31;
52,0880044;4,7487042;Groene Hart Ziekenhuis - Bodegraven;Bodegraven;Groene Hart Ziekenhuis;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,02158407;4,705967831;Groene Hart Ziekenhuis - Gouda;Gouda;Groene Hart Ziekenhuis;5;Nee;;;;;;;;;;Nee;;Bleulandweg;10;2803HH;Ziekenhuis;;;;;;;;;;;https://www.ghz.nl/
51,9459613;4,8466253;Groene Hart Ziekenhuis - Schoonhoven;Schoonhoven;Groene Hart Ziekenhuis;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,9671804;4,6176873;Groene Hart Ziekenhuis - Zuidplas Nieuwerkerk aan den IJssel;Nieuwerkerk aan den IJssel;Groene Hart Ziekenhuis;5;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,6445408;4,7266507;Gynaecologisch Centrum Alkmaar;Alkmaar;Gynaecologisch Centrum Alkmaar;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0552273;4,2637967;HagaZiekenhuis - Juliana Kinderziekenhuis;'s-Gravenhage;Haga Group;3;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,05559494;4,26330382;HagaZiekenhuis - Leyweg;'s-Gravenhage;Haga Group;3;Ja;637;;159116;114327;21973;22990;5000;;108;Nee;;Els Borst-Eilersplein;275;2545AA;Ziekenhuis;;0,2;0,4;0,48;0,45;0,17;0,27;0,33;2,31;0,52;https://www.hagaziekenhuis.nl/
52,0024014;4,1587841;HagaZiekenhuis - Westland 's-Gravenzande; 's-Gravenzande;Haga Group;3;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
52,3081347;4,9381981;Heelkunde Instituut Nederland - Amsterdam;Amsterdam;Heelkunde Instituut Nederland;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2393748;6,8425413;Heelkunde Instituut Nederland - Enschede;Enschede;Heelkunde Instituut Nederland;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9465535;4,53893;Heelkunde Instituut Nederland - Rotterdam;Rotterdam;Heelkunde Instituut Nederland;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0030409;5,9673763;Heelkunde Instituut Nederland - Rozendaal;Rozendaal;Heelkunde Instituut Nederland;4;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9150315;4,4800328;Het Oog Ziekenhuis;Rotterdam;Het Oog Ziekenhuis;1;-;;;;;;;;;;Nee;;Schiedamse Vest;180;3011BH;Ziekenhuis;;;;;;;;;;;
51,897477;4,1746519;Het Van Weel-Bethesda Ziekenhuis - Brielle;Brielle;Van Weel-Bethesda Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,7501217;4,1019543;Het Van Weel-Bethesda Ziekenhuis - Dirksland;Dirksland;Van Weel-Bethesda Ziekenhuis;4;Ja;193;;50452;46844;6411;8624;1120;;58;Nee;;;;;Ziekenhuis;;0,27;0,02;0,12;0,03;0,02;0,02;0,18;0,65;0,06;https://www.vanweelbethesda.nl/
51,8329046;4,1488622;Het Van Weel-Bethesda Ziekenhuis - Het nieuwe Weergors Hellevoetsluis;Hellevoetsluis;Van Weel-Bethesda Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,8338649;4,1389923;Het Van Weel-Bethesda Ziekenhuis - 't Dok Hellevoetsluis;Hellevoetsluis;Van Weel-Bethesda Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Medisch centrum;;;;;;;;;;;
52,0925754;4,3834479;HMC - Antoniushove;Leidschendam;Haaglanden Medisch Centrum;5;Nee;;;;;;;;;40;Nee;;Burgemeester Banninglaan;1;2262BA;Ziekenhuis;;;;;;;;;;;http://www.haaglandenmc.nl/
52,10140517;4,317874347;HMC - Bronovo;'s-Gravenhage;Haaglanden Medisch Centrum;5;Nee;;;;;;;;;2;Nee;;Bronovolaan;5;2597AX;Ziekenhuis;;;;;;;;;;;http://www.haaglandenmc.nl/
52,0870954;4,2773161;HMC - Statenkwartier;'s-Gravenhage;Haaglanden Medisch Centrum;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,1466927;4,3993069;HMC - Wassenaar;Wassenaar;Haaglanden Medisch Centrum;5;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,07413885;4,29989268;HMC - Westeinde;'s-Gravenhage;Haaglanden Medisch Centrum;5;Ja;695;;204947;184546;22081;27075;4500;;103;Nee;;Lijnbaan;32;2512VA;Ziekenhuis;;0,33;0,45;0,86;0,46;0,21;0,24;0,32;2,87;0,67;http://www.haaglandenmc.nl/
52,3532392;4,9326127;Huid Medisch Centrum - Linnaeushof;Amsterdam;Huid Medisch Centrum;4;-;;;;;;;;;;Nee;;Linnaeushof;6;1098 KH;Medisch centrum;;;;;;;;;;;www.huidmedischcentrum.nl
